timestamp,project_id,budget,project_location,tower_type,substation_type,tax_rate,project_size_km,project_start_month,project_end_month,lead_time_days,commodity_price_index,region_risk_flag,quantity_steel_tons,quantity_copper_tons,quantity_cement_tons,quantity_aluminum_tons,quantity_insulators_count,quantity_conductors_tons,quantity_transformers_count,quantity_switchgears_count,quantity_cables_count,quantity_protective_relays_count,quantity_oil_tons,quantity_foundation_concrete_tons,quantity_bolts_count
01-07-2025,P0528,13281947.59,West,Suspension,400 kV AIS,12,80,3,12,33,106.19,Low,13.35,1.32,9.98,1.07,74,10.67,2,7,12,8,4.01,6.61,447
01-08-2025,P0528,13281947.59,West,Suspension,400 kV AIS,12,80,3,12,45,107.72,Low,13.39,1.3,9.78,1.05,74,10.41,3,6,12,8,4.44,6.59,447
01-09-2025,P0528,13281947.59,West,Suspension,400 kV AIS,12,80,3,12,20,112.72,Low,16.32,1.65,12.48,1.32,91,13.16,2,7,11,8,4.34,8.34,447
01-10-2025,P0528,13281947.59,West,Suspension,400 kV AIS,12,80,3,12,30,107.14,Low,16.55,1.68,12.57,1.36,93,13.44,2,6,12,8,4.19,8.4,447
01-11-2025,P0528,13281947.59,West,Suspension,400 kV AIS,12,80,3,12,35,111.5,Low,16.09,1.58,11.88,1.27,90,12.79,2,7,10,9,4.16,7.92,447
01-12-2025,P0528,13281947.59,West,Suspension,400 kV AIS,12,80,3,12,26,110.45,Low,14.64,1.45,11.07,1.16,82,11.84,3,6,12,8,4.16,7.36,447
01-01-2025,P0529,18555743.24,Central,Tension,132 kV GIS,28,200,1,12,39,101.12,Medium,8.92,0.89,6.64,0.71,52,7.08,1,3,5,5,2.38,4.44,519
01-02-2025,P0529,18555743.24,Central,Tension,132 kV GIS,28,200,1,12,54,101.56,Medium,10.58,1.05,7.92,0.84,62,8.42,1,4,6,5,2.37,5.25,519
01-03-2025,P0529,18555743.24,Central,Tension,132 kV GIS,28,200,1,12,21,103.98,Medium,13.28,1.31,10.07,1.06,78,10.79,2,3,7,4,2.17,6.65,519
01-04-2025,P0529,18555743.24,Central,Tension,132 kV GIS,28,200,1,12,36,105.32,Medium,15.59,1.61,11.69,1.29,91,12.82,2,3,6,5,2.13,7.87,519
01-05-2025,P0529,18555743.24,Central,Tension,132 kV GIS,28,200,1,12,58,103.21,Medium,18.15,1.79,13.83,1.48,104,14.38,1,4,5,5,2.21,8.97,519
01-06-2025,P0529,18555743.24,Central,Tension,132 kV GIS,28,200,1,12,20,108.22,Medium,20.25,1.97,15.09,1.58,118,15.9,2,4,5,4,2.09,10.1,519
01-07-2025,P0529,18555743.24,Central,Tension,132 kV GIS,28,200,1,12,51,109.41,Medium,15.21,1.53,11.1,1.22,86,11.84,1,4,7,4,2.32,7.37,519
01-08-2025,P0529,18555743.24,Central,Tension,132 kV GIS,28,200,1,12,30,110.38,Medium,13.81,1.37,10.51,1.1,80,11.2,1,4,7,5,2.22,6.87,519
01-09-2025,P0529,18555743.24,Central,Tension,132 kV GIS,28,200,1,12,24,105.78,Medium,16.55,1.67,12.29,1.33,95,13.35,1,3,5,4,2.11,8.11,519
01-10-2025,P0529,18555743.24,Central,Tension,132 kV GIS,28,200,1,12,41,110.91,Medium,16.13,1.6,11.65,1.27,91,12.67,1,3,7,4,2.45,7.99,519
01-11-2025,P0529,18555743.24,Central,Tension,132 kV GIS,28,200,1,12,59,114.81,Medium,14.47,1.44,10.97,1.17,86,11.67,2,4,7,4,2.02,7.16,519
01-12-2025,P0529,18555743.24,Central,Tension,132 kV GIS,28,200,1,12,29,110.74,Medium,12.57,1.29,9.4,1.03,73,10.14,2,3,6,5,2.08,6.43,519
01-03-2025,P0530,36215273.3,West,Suspension,220 kV AIS,28,50,3,8,46,103.11,Low,37.91,3.71,28.39,3.03,155,29.99,2,3,6,5,2.09,18.98,1106
01-04-2025,P0530,36215273.3,West,Suspension,220 kV AIS,28,50,3,8,25,105.48,Low,58.98,5.99,45.43,4.69,246,48.39,1,4,6,5,2,29.64,1106
01-05-2025,P0530,36215273.3,West,Suspension,220 kV AIS,28,50,3,8,51,106.9,Low,78.85,7.73,58.92,6.15,318,62.18,1,4,7,4,2.43,38.53,1106
01-06-2025,P0530,36215273.3,West,Suspension,220 kV AIS,28,50,3,8,25,108.4,Low,87.71,8.83,64.48,6.85,354,68.78,1,3,5,5,2.39,43.12,1106
01-07-2025,P0530,36215273.3,West,Suspension,220 kV AIS,28,50,3,8,49,107.46,Low,60.53,5.95,44.51,4.88,244,47.65,1,3,6,4,2.29,29.87,1106
01-08-2025,P0530,36215273.3,West,Suspension,220 kV AIS,28,50,3,8,28,107.54,Low,44.67,4.6,34.01,3.64,186,36.12,1,3,5,5,2.12,22.68,1106
01-04-2025,P0531,43637580.41,South,Terminal,HVDC,18,100,4,12,49,103.43,Low,30.59,3.1,22.84,2.48,79,24.15,5,13,21,17,8.03,15.39,1275
01-05-2025,P0531,43637580.41,South,Terminal,HVDC,18,100,4,12,25,105.02,Low,43.22,4.25,32.01,3.44,109,34.68,5,13,21,16,8.28,21.73,1275
01-06-2025,P0531,43637580.41,South,Terminal,HVDC,18,100,4,12,20,104.33,Low,55.12,5.48,41.31,4.46,141,43.47,5,12,21,16,8.19,26.99,1275
01-07-2025,P0531,43637580.41,South,Terminal,HVDC,18,100,4,12,33,108.08,Low,45.87,4.57,34.61,3.69,120,36.19,4,12,22,16,8.04,22.99,1275
01-08-2025,P0531,43637580.41,South,Terminal,HVDC,18,100,4,12,46,111.01,Low,46.13,4.61,33.94,3.65,118,36.16,4,12,21,16,8.23,23.01,1275
01-09-2025,P0531,43637580.41,South,Terminal,HVDC,18,100,4,12,59,105.26,Low,57.29,5.66,43.13,4.61,152,46.54,4,12,22,16,8.43,28.4,1275
01-10-2025,P0531,43637580.41,South,Terminal,HVDC,18,100,4,12,25,108.95,Low,56.67,5.64,43.11,4.48,150,45.77,4,13,21,16,8.37,28.05,1275
01-11-2025,P0531,43637580.41,South,Terminal,HVDC,18,100,4,12,47,108.14,Low,51.51,5.3,38.8,4.21,137,41.88,5,13,21,17,8.44,26.47,1275
01-12-2025,P0531,43637580.41,South,Terminal,HVDC,18,100,4,12,59,112.87,Low,44.27,4.45,34.02,3.64,116,36.33,4,13,21,17,8.33,22.46,1275
01-02-2025,P0532,51768444.69,Central,Terminal,400 kV GIS,18,50,2,12,50,102.43,Low,24.75,2.48,18.65,2.02,125,19.66,3,7,11,9,4.14,12.29,1537
01-03-2025,P0532,51768444.69,Central,Terminal,400 kV GIS,18,50,2,12,54,103.58,Low,33.4,3.27,24.52,2.6,167,26.5,3,7,12,9,4.04,16.65,1537
01-04-2025,P0532,51768444.69,Central,Terminal,400 kV GIS,18,50,2,12,21,102.57,Low,41.97,4.19,31.2,3.24,208,33.52,3,6,12,9,4.32,21,1537
01-05-2025,P0532,51768444.69,Central,Terminal,400 kV GIS,18,50,2,12,54,103.08,Low,48.87,4.86,37.43,3.97,245,39.49,3,7,12,8,4.35,24.7,1537
01-06-2025,P0532,51768444.69,Central,Terminal,400 kV GIS,18,50,2,12,28,103.51,Low,56.02,5.6,42.89,4.4,282,44.48,2,6,11,9,4.26,28.55,1537
01-07-2025,P0532,51768444.69,Central,Terminal,400 kV GIS,18,50,2,12,43,104.38,Low,42.87,4.32,32.73,3.55,222,35.35,2,7,12,8,4.24,21.97,1537
01-08-2025,P0532,51768444.69,Central,Terminal,400 kV GIS,18,50,2,12,25,109.31,Low,41.45,4.27,30.91,3.34,207,33.69,3,6,12,8,4.27,20.72,1537
01-09-2025,P0532,51768444.69,Central,Terminal,400 kV GIS,18,50,2,12,51,107.08,Low,50.83,5.07,38.06,4.11,253,41.3,2,6,12,8,4.14,25.61,1537
01-10-2025,P0532,51768444.69,Central,Terminal,400 kV GIS,18,50,2,12,57,110.09,Low,51.53,5.21,37.75,4.17,251,41.34,2,7,11,8,4.32,25.94,1537
01-11-2025,P0532,51768444.69,Central,Terminal,400 kV GIS,18,50,2,12,57,105.68,Low,48.63,4.88,36.77,3.89,246,39.43,2,7,12,9,4.06,24.43,1537
01-12-2025,P0532,51768444.69,Central,Terminal,400 kV GIS,18,50,2,12,38,114.78,Low,45.46,4.49,34.26,3.59,229,36.72,2,7,12,8,4.15,22.68,1537
01-01-2025,P0533,49402725.68,South,Terminal,765 kV AIS,28,150,1,12,35,101,Medium,23.33,2.36,17.68,1.88,77,18.81,4,9,15,13,6.16,11.56,1384
01-02-2025,P0533,49402725.68,South,Terminal,765 kV AIS,28,150,1,12,45,101.16,Medium,28.3,2.82,20.82,2.27,90,22.56,3,9,16,13,6.44,14.15,1384
01-03-2025,P0533,49402725.68,South,Terminal,765 kV AIS,28,150,1,12,24,103.02,Medium,35.57,3.47,26.3,2.84,114,27.94,4,9,15,12,6.39,17.83,1384
01-04-2025,P0533,49402725.68,South,Terminal,765 kV AIS,28,150,1,12,41,105.6,Medium,41.91,4.16,31.29,3.44,138,33.42,4,9,16,12,6.33,21.47,1384
01-05-2025,P0533,49402725.68,South,Terminal,765 kV AIS,28,150,1,12,58,107.11,Medium,47.94,4.82,36.01,3.91,156,38.63,3,9,16,13,6.01,24.58,1384
01-06-2025,P0533,49402725.68,South,Terminal,765 kV AIS,28,150,1,12,56,106,Medium,53.46,5.29,39.81,4.26,169,42.65,3,10,15,12,6.2,26.99,1384
01-07-2025,P0533,49402725.68,South,Terminal,765 kV AIS,28,150,1,12,23,105.77,Medium,40.28,4.02,29.45,3.17,131,32.47,3,10,17,12,6.3,20.2,1384
01-08-2025,P0533,49402725.68,South,Terminal,765 kV AIS,28,150,1,12,25,106.15,Medium,37.58,3.71,28.13,2.92,118,29.51,4,9,16,13,6.32,18.81,1384
01-09-2025,P0533,49402725.68,South,Terminal,765 kV AIS,28,150,1,12,57,107.1,Medium,43.63,4.38,32.64,3.5,143,34.72,4,10,17,12,6.33,21.78,1384
01-10-2025,P0533,49402725.68,South,Terminal,765 kV AIS,28,150,1,12,42,107.14,Medium,41.69,4.15,31.96,3.34,135,33.19,3,9,15,12,6.03,21.11,1384
01-11-2025,P0533,49402725.68,South,Terminal,765 kV AIS,28,150,1,12,55,110.59,Medium,38.57,3.94,29.11,3.11,125,30.65,4,10,16,12,6.04,19.4,1384
01-12-2025,P0533,49402725.68,South,Terminal,765 kV AIS,28,150,1,12,59,116.88,Medium,34.71,3.4,25.92,2.78,110,27.04,4,9,16,12,6.17,17.31,1384
01-03-2025,P0534,61655146.6,West,Transposition,220 kV AIS,28,150,3,8,32,103.66,Low,59.68,6.13,45.41,4.87,52,47.29,1,3,7,5,2.08,30.03,1758
01-04-2025,P0534,61655146.6,West,Transposition,220 kV AIS,28,150,3,8,46,104.34,Low,96.46,9.33,71.56,7.55,84,75.83,1,4,7,4,2.17,46.5,1758
01-05-2025,P0534,61655146.6,West,Transposition,220 kV AIS,28,150,3,8,33,107.42,Low,123.5,12.27,92.99,9.79,109,99.13,2,4,6,5,2.19,61.92,1758
01-06-2025,P0534,61655146.6,West,Transposition,220 kV AIS,28,150,3,8,33,103.12,Low,135.99,13.98,103.61,11.13,124,111.36,2,4,5,4,2.18,69.05,1758
01-07-2025,P0534,61655146.6,West,Transposition,220 kV AIS,28,150,3,8,20,103.8,Low,97.35,9.64,70.24,7.77,84,77.05,2,3,5,4,2.32,47.82,1758
01-08-2025,P0534,61655146.6,West,Transposition,220 kV AIS,28,150,3,8,40,111.65,Low,73.34,7.19,53.96,5.9,64,58.73,2,4,6,5,2.12,35.96,1758
01-02-2025,P0535,34206099.69,South,Terminal,765 kV GIS,18,150,2,11,53,101.49,Low,20.04,1.95,14.97,1.58,7,15.78,3,9,16,13,6.11,10.03,1021
01-03-2025,P0535,34206099.69,South,Terminal,765 kV GIS,18,150,2,11,48,104.39,Low,27.05,2.76,20.21,2.18,10,21.79,4,9,16,12,6.5,13.45,1021
01-04-2025,P0535,34206099.69,South,Terminal,765 kV GIS,18,150,2,11,31,103.04,Low,35.02,3.47,26.49,2.79,13,27.48,3,9,16,12,6.36,17.58,1021
01-05-2025,P0535,34206099.69,South,Terminal,765 kV GIS,18,150,2,11,21,105.25,Low,42.31,4.14,31.73,3.38,16,32.78,4,10,17,12,6.43,20.46,1021
01-06-2025,P0535,34206099.69,South,Terminal,765 kV GIS,18,150,2,11,44,105.98,Low,46.03,4.73,35.65,3.79,18,38.21,4,10,17,12,6.15,23.29,1021
01-07-2025,P0535,34206099.69,South,Terminal,765 kV GIS,18,150,2,11,21,108.28,Low,36.1,3.56,26.63,2.85,14,28.76,3,10,15,12,6.08,17.93,1021
01-08-2025,P0535,34206099.69,South,Terminal,765 kV GIS,18,150,2,11,25,111.56,Low,32.34,3.26,23.94,2.58,12,26.36,4,10,15,12,6.26,16.01,1021
01-09-2025,P0535,34206099.69,South,Terminal,765 kV GIS,18,150,2,11,43,112.2,Low,37.48,3.71,28.43,2.98,14,29.79,4,10,16,12,6.46,19.18,1021
01-10-2025,P0535,34206099.69,South,Terminal,765 kV GIS,18,150,2,11,47,114.5,Low,34.68,3.42,25.84,2.75,13,28.07,3,9,16,13,6.28,17.24,1021
01-11-2025,P0535,34206099.69,South,Terminal,765 kV GIS,18,150,2,11,34,109.97,Low,29.71,2.96,22.09,2.38,11,24.34,4,9,15,12,6.01,14.99,1021
01-01-2025,P0536,47797120.9,South,Suspension,132 kV AIS,28,150,1,9,30,100.62,Low,30.21,2.98,22.4,2.45,33,24.1,2,3,7,5,2.14,14.89,1323
01-02-2025,P0536,47797120.9,South,Suspension,132 kV AIS,28,150,1,9,20,101.86,Low,37.91,3.79,28.87,3.12,41,30.7,1,3,7,4,2.21,19.22,1323
01-03-2025,P0536,47797120.9,South,Suspension,132 kV AIS,28,150,1,9,26,103.61,Low,49.69,5.02,37.55,3.93,53,40.17,1,4,5,5,2.21,24.58,1323
01-04-2025,P0536,47797120.9,South,Suspension,132 kV AIS,28,150,1,9,33,104.54,Low,58.63,5.87,43.77,4.75,65,47.26,2,4,7,4,2.46,29.53,1323
01-05-2025,P0536,47797120.9,South,Suspension,132 kV AIS,28,150,1,9,57,105.16,Low,66.33,6.59,49.49,5.35,71,53.03,2,3,6,4,2.36,32.59,1323
01-06-2025,P0536,47797120.9,South,Suspension,132 kV AIS,28,150,1,9,20,107.97,Low,69.2,6.93,50.76,5.52,75,54.02,2,4,5,4,2.21,34.94,1323
01-07-2025,P0536,47797120.9,South,Suspension,132 kV AIS,28,150,1,9,22,108.09,Low,48.59,4.78,35.85,3.85,53,38.9,1,3,6,4,2.49,24.18,1323
01-08-2025,P0536,47797120.9,South,Suspension,132 kV AIS,28,150,1,9,40,105.41,Low,40.15,3.93,29.87,3.18,42,31.91,2,4,7,5,2.04,19.85,1323
01-09-2025,P0536,47797120.9,South,Suspension,132 kV AIS,28,150,1,9,38,110.17,Low,39.73,3.99,30.61,3.26,43,32.04,2,3,5,4,2.26,20.38,1323
01-03-2025,P0537,16510062.69,East,Transposition,765 kV AIS,28,80,3,9,56,103.9,Low,14.47,1.47,11.26,1.17,134,11.61,3,9,17,12,6.48,7.35,503
01-04-2025,P0537,16510062.69,East,Transposition,765 kV AIS,28,80,3,9,29,105.45,Low,22.04,2.23,16.47,1.79,199,17.75,4,10,16,13,6.47,11.06,503
01-05-2025,P0537,16510062.69,East,Transposition,765 kV AIS,28,80,3,9,56,105.3,Low,28.38,2.9,21.43,2.35,258,22.94,3,10,15,13,6.14,14.27,503
01-06-2025,P0537,16510062.69,East,Transposition,765 kV AIS,28,80,3,9,44,105.36,Low,33.41,3.34,25.36,2.71,300,27.15,4,10,17,13,6.1,16.69,503
01-07-2025,P0537,16510062.69,East,Transposition,765 kV AIS,28,80,3,9,29,107.28,Low,24.96,2.45,18.49,2,227,19.81,4,10,17,13,6.2,12.47,503
01-08-2025,P0537,16510062.69,East,Transposition,765 kV AIS,28,80,3,9,20,110.35,Low,20.95,2.1,16.05,1.7,187,17.08,4,10,16,13,6.16,10.6,503
01-09-2025,P0537,16510062.69,East,Transposition,765 kV AIS,28,80,3,9,21,110.65,Low,20.83,2.1,15.7,1.71,192,17.03,4,9,16,12,6.18,10.44,503
01-03-2025,P0538,25265404.48,North,Suspension,220 kV GIS,18,50,3,10,34,101.78,Low,20.76,2.13,15.66,1.7,130,16.88,2,4,5,5,2.4,10.57,816
01-04-2025,P0538,25265404.48,North,Suspension,220 kV GIS,18,50,3,10,47,104.8,Low,30.93,3.02,22.55,2.41,191,24.29,2,3,5,4,2.4,15.39,816
01-05-2025,P0538,25265404.48,North,Suspension,220 kV GIS,18,50,3,10,24,105.06,Low,39.18,3.98,28.94,3.09,243,31.3,2,3,7,5,2.26,19.64,816
01-06-2025,P0538,25265404.48,North,Suspension,220 kV GIS,18,50,3,10,29,108.03,Low,46.34,4.63,34.15,3.72,293,37.08,2,3,7,5,2.11,23.03,816
01-07-2025,P0538,25265404.48,North,Suspension,220 kV GIS,18,50,3,10,28,109.43,Low,35.84,3.54,26.31,2.86,220,27.94,2,4,7,5,2.22,17.98,816
01-08-2025,P0538,25265404.48,North,Suspension,220 kV GIS,18,50,3,10,29,110.14,Low,31.66,3.26,24.23,2.57,197,25.88,1,4,5,5,2.31,16,816
01-09-2025,P0538,25265404.48,North,Suspension,220 kV GIS,18,50,3,10,20,108.56,Low,36.24,3.58,27.17,2.83,225,28.66,1,4,5,4,2.31,17.89,816
01-10-2025,P0538,25265404.48,North,Suspension,220 kV GIS,18,50,3,10,32,110.28,Low,30.86,3.02,22.49,2.41,191,24.6,2,4,5,5,2.3,15.26,816
01-01-2025,P0539,21382972.3,North,Suspension,400 kV AIS,18,100,1,8,23,100.66,Low,18.06,1.81,13.56,1.46,45,14.36,2,6,11,8,4.2,8.8,699
01-02-2025,P0539,21382972.3,North,Suspension,400 kV AIS,18,100,1,8,28,101.54,Low,23.52,2.39,17.37,1.9,58,18.86,2,6,10,9,4.21,11.91,699
01-03-2025,P0539,21382972.3,North,Suspension,400 kV AIS,18,100,1,8,44,103.72,Low,30.22,3.03,23.36,2.4,78,24.91,2,6,11,8,4.1,15.5,699
01-04-2025,P0539,21382972.3,North,Suspension,400 kV AIS,18,100,1,8,54,105.57,Low,35.93,3.66,27.4,2.84,90,29.22,2,7,11,8,4.26,18.42,699
01-05-2025,P0539,21382972.3,North,Suspension,400 kV AIS,18,100,1,8,48,102.9,Low,39.03,4,30.04,3.17,102,31.5,2,6,10,9,4.21,19.56,699
01-06-2025,P0539,21382972.3,North,Suspension,400 kV AIS,18,100,1,8,29,105.79,Low,39.45,4.04,30.27,3.19,99,31.76,2,7,12,8,4.1,19.71,699
01-07-2025,P0539,21382972.3,North,Suspension,400 kV AIS,18,100,1,8,31,104.74,Low,26.21,2.63,19.5,2.09,65,21.07,3,6,11,8,4.48,12.85,699
01-08-2025,P0539,21382972.3,North,Suspension,400 kV AIS,18,100,1,8,23,104.28,Low,19.88,1.95,15.04,1.59,50,15.6,2,6,10,8,4.42,10.09,699
01-02-2025,P0540,25443057.22,North,Suspension,132 kV AIS,18,80,2,12,42,101.41,Medium,11.56,1.16,8.72,0.94,76,9.3,2,4,5,5,2.33,5.85,729
01-03-2025,P0540,25443057.22,North,Suspension,132 kV AIS,18,80,2,12,48,103.53,Medium,15.83,1.56,11.65,1.24,104,12.57,2,3,6,5,2.13,7.78,729
01-04-2025,P0540,25443057.22,North,Suspension,132 kV AIS,18,80,2,12,53,103.75,Medium,19.17,1.96,14.46,1.55,127,15.57,2,4,5,4,2.34,9.84,729
01-05-2025,P0540,25443057.22,North,Suspension,132 kV AIS,18,80,2,12,26,106.68,Medium,23.19,2.32,17.26,1.83,156,18.88,1,3,6,5,2.15,11.56,729
01-06-2025,P0540,25443057.22,North,Suspension,132 kV AIS,18,80,2,12,22,104.1,Medium,26.8,2.62,19.99,2.15,177,21.21,2,3,6,4,2.32,13.49,729
01-07-2025,P0540,25443057.22,North,Suspension,132 kV AIS,18,80,2,12,39,106.98,Medium,20.48,2.11,15.31,1.68,136,16.77,2,3,7,5,2.03,10.37,729
01-08-2025,P0540,25443057.22,North,Suspension,132 kV AIS,18,80,2,12,42,104.63,Medium,19.88,1.95,14.6,1.59,130,16.15,1,4,7,5,2.45,9.84,729
01-09-2025,P0540,25443057.22,North,Suspension,132 kV AIS,18,80,2,12,51,113.24,Medium,24.42,2.46,18.47,1.98,160,19.77,1,4,6,5,2.02,12.44,729
01-10-2025,P0540,25443057.22,North,Suspension,132 kV AIS,18,80,2,12,43,106.94,Medium,24.26,2.43,18.58,1.91,160,19.78,2,4,5,5,2.35,12.14,729
01-11-2025,P0540,25443057.22,North,Suspension,132 kV AIS,18,80,2,12,50,113.91,Medium,23.07,2.36,17.44,1.85,153,19,1,3,5,4,2.36,11.44,729
01-12-2025,P0540,25443057.22,North,Suspension,132 kV AIS,18,80,2,12,48,107.52,Medium,21.18,2.11,16,1.73,140,17.29,1,4,6,5,2.2,10.53,729
01-04-2025,P0541,16872611.87,West,Suspension,220 kV AIS,18,50,4,12,59,105.63,Low,10.01,1.02,7.69,0.8,91,8.19,2,3,6,5,2.22,5.01,570
01-05-2025,P0541,16872611.87,West,Suspension,220 kV AIS,18,50,4,12,37,106.75,Low,13.66,1.36,10.1,1.09,116,10.8,2,4,6,5,2.17,6.64,570
01-06-2025,P0541,16872611.87,West,Suspension,220 kV AIS,18,50,4,12,21,105.39,Low,16.85,1.68,12.8,1.35,146,13.33,2,3,7,4,2.16,8.29,570
01-07-2025,P0541,16872611.87,West,Suspension,220 kV AIS,18,50,4,12,35,108.79,Low,14.07,1.39,10.45,1.12,125,11.42,1,4,7,4,2.41,7.13,570
01-08-2025,P0541,16872611.87,West,Suspension,220 kV AIS,18,50,4,12,23,107.42,Low,14.26,1.45,10.94,1.16,127,11.58,2,3,7,5,2.47,7.3,570
01-09-2025,P0541,16872611.87,West,Suspension,220 kV AIS,18,50,4,12,57,112.25,Low,18.8,1.93,14.33,1.54,165,15.18,1,3,5,5,2.41,9.6,570
01-10-2025,P0541,16872611.87,West,Suspension,220 kV AIS,18,50,4,12,24,108.11,Low,20.41,2.05,15.27,1.65,182,16.02,2,3,7,4,2.43,10.08,570
01-11-2025,P0541,16872611.87,West,Suspension,220 kV AIS,18,50,4,12,32,112.94,Low,20.68,2.08,15.71,1.7,186,16.73,2,4,7,5,2.05,10.42,570
01-12-2025,P0541,16872611.87,West,Suspension,220 kV AIS,18,50,4,12,52,107.72,Low,20.99,2.04,15.77,1.64,183,16.6,1,3,7,5,2.36,10.23,570
01-03-2025,P0542,9420971.77,East,Terminal,220 kV AIS,18,200,3,12,42,102.78,Low,5.84,0.58,4.39,0.46,153,4.62,1,4,5,4,2.32,2.93,281
01-04-2025,P0542,9420971.77,East,Terminal,220 kV AIS,18,200,3,12,46,102.22,Low,7.84,0.79,5.88,0.62,207,6.34,1,4,7,4,2.1,3.88,281
01-05-2025,P0542,9420971.77,East,Terminal,220 kV AIS,18,200,3,12,29,102.91,Low,10.19,1.02,7.59,0.79,268,8.12,1,4,7,5,2.05,5.11,281
01-06-2025,P0542,9420971.77,East,Terminal,220 kV AIS,18,200,3,12,40,107.68,Low,11.95,1.2,8.82,0.94,322,9.65,1,3,6,5,2.32,5.87,281
01-07-2025,P0542,9420971.77,East,Terminal,220 kV AIS,18,200,3,12,33,108.18,Low,9.35,0.94,7.04,0.76,256,7.48,1,4,7,4,2.12,4.67,281
01-08-2025,P0542,9420971.77,East,Terminal,220 kV AIS,18,200,3,12,57,105.63,Low,9.06,0.92,6.78,0.74,245,7.35,2,4,6,4,2.4,4.64,281
01-09-2025,P0542,9420971.77,East,Terminal,220 kV AIS,18,200,3,12,52,104.9,Low,11.39,1.1,8.4,0.91,302,9.12,2,3,7,4,2.14,5.62,281
01-10-2025,P0542,9420971.77,East,Terminal,220 kV AIS,18,200,3,12,41,107.1,Low,10.92,1.1,8.03,0.88,294,8.76,1,4,6,5,2.26,5.39,281
01-11-2025,P0542,9420971.77,East,Terminal,220 kV AIS,18,200,3,12,37,109.7,Low,9.98,1.02,7.66,0.81,268,8.01,2,4,6,5,2.08,5.02,281
01-12-2025,P0542,9420971.77,East,Terminal,220 kV AIS,18,200,3,12,31,113.23,Low,8.8,0.85,6.5,0.69,226,7.01,1,4,7,4,2.4,4.4,281
01-03-2025,P0543,46407903.73,West,Terminal,220 kV AIS,12,80,3,9,43,102.13,Medium,45.78,4.59,33.65,3.63,156,36.85,1,3,7,5,2.47,22.43,1541
01-04-2025,P0543,46407903.73,West,Terminal,220 kV AIS,12,80,3,9,31,103.83,Medium,68.72,6.82,50.98,5.53,239,55.15,2,4,5,5,2.39,33.35,1541
01-05-2025,P0543,46407903.73,West,Terminal,220 kV AIS,12,80,3,9,53,102.73,Medium,90.28,8.71,67.58,7.15,308,70.15,1,3,6,5,2.24,44.21,1541
01-06-2025,P0543,46407903.73,West,Terminal,220 kV AIS,12,80,3,9,28,103.16,Medium,102.4,10.1,78.08,8.23,363,83.56,2,4,6,5,2.16,51.69,1541
01-07-2025,P0543,46407903.73,West,Terminal,220 kV AIS,12,80,3,9,25,104.85,Medium,75.78,7.44,55.78,5.94,261,61.84,2,4,5,4,2.19,38.55,1541
01-08-2025,P0543,46407903.73,West,Terminal,220 kV AIS,12,80,3,9,20,111.17,Medium,64.78,6.51,48.77,5.18,227,52.29,2,4,7,4,2.2,32.12,1541
01-09-2025,P0543,46407903.73,West,Terminal,220 kV AIS,12,80,3,9,50,104.85,Medium,65.5,6.55,48.79,5.25,225,52.61,1,4,5,5,2.25,32.66,1541
01-03-2025,P0544,32270712.47,Central,Tension,220 kV GIS,18,100,3,12,30,103.53,Medium,20.1,2.01,15.42,1.64,11,16.31,2,3,6,4,2.45,10.23,1000
01-04-2025,P0544,32270712.47,Central,Tension,220 kV GIS,18,100,3,12,31,103.23,Medium,27.96,2.81,21.44,2.21,14,22.75,2,4,7,5,2.06,14.3,1000
01-05-2025,P0544,32270712.47,Central,Tension,220 kV GIS,18,100,3,12,52,106.34,Medium,35.46,3.61,26.37,2.8,19,28.37,2,4,7,4,2.41,17.72,1000
01-06-2025,P0544,32270712.47,Central,Tension,220 kV GIS,18,100,3,12,52,105.25,Medium,42.9,4.25,31.74,3.45,22,34.62,1,4,5,5,2.47,21.35,1000
01-07-2025,P0544,32270712.47,Central,Tension,220 kV GIS,18,100,3,12,20,109.67,Medium,34.24,3.37,25.15,2.7,17,27.09,2,4,5,4,2.46,17.1,1000
01-08-2025,P0544,32270712.47,Central,Tension,220 kV GIS,18,100,3,12,45,107.39,Medium,33.23,3.31,24.71,2.58,17,26.15,2,4,6,4,2.43,16.18,1000
01-09-2025,P0544,32270712.47,Central,Tension,220 kV GIS,18,100,3,12,36,111.94,Medium,40.43,4.05,29.97,3.16,21,31.94,1,3,5,4,2.17,20.02,1000
01-10-2025,P0544,32270712.47,Central,Tension,220 kV GIS,18,100,3,12,51,110.14,Medium,38.29,3.94,29.43,3.13,21,30.94,1,3,7,5,2.01,19.11,1000
01-11-2025,P0544,32270712.47,Central,Tension,220 kV GIS,18,100,3,12,45,109.53,Medium,35.2,3.6,27.24,2.83,19,28.89,2,4,5,4,2.18,17.61,1000
01-12-2025,P0544,32270712.47,Central,Tension,220 kV GIS,18,100,3,12,43,106.21,Medium,30.24,3.09,23.44,2.48,16,24.92,2,4,6,4,2.4,15.3,1000
01-02-2025,P0545,16541849.26,South,Terminal,400 kV AIS,28,150,2,7,18,102.47,High,14.94,1.5,11.21,1.23,134,11.98,2,6,10,9,4.36,7.72,466
01-03-2025,P0545,16541849.26,South,Terminal,400 kV AIS,28,150,2,7,17,101.63,High,23.5,2.37,17.99,1.95,211,19.17,2,6,12,9,4.47,11.91,466
